product_id,current_sku,current_description
133,RFA-ART-133,「台灣陶藝家小茶器（一）」為台灣陶藝相關小型茶器，收錄於「台灣民間藝術創作」系列。目前資料未提供具名作者與更完整作品名稱，因此以（一）作為兩件同名商品的庫存識別。實際作者、材質、尺寸、釉色與品況請以商品照片及後續補充資料為準。
131,RFA-ART-131,「台灣陶藝家王龍德-碗/茶器(素)」為王龍德相關陶藝碗／茶器，收錄於「台灣民間藝術創作」系列。適合茶席使用、陶藝欣賞或收藏；實際尺寸、釉色、燒製細節與品況請以商品照片及實物為準。
132,RFA-ART-132,「台灣陶藝家王龍德-碗/茶器(雅)」為茶器／器物作品，由王龍德創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
130,RFA-ART-130,「台灣陶藝家童寶呈(小童)-吃飽泡個茶(茶器)」為茶器／器物作品，由童寶呈(小童)創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
128,RFA-ART-128,「台灣陶藝家童寶呈(小童)-壺身山水(茶器)」為茶器／器物作品，由童寶呈(小童)創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
129,RFA-ART-129,「台灣陶藝家童寶呈(小童)-混飯吃(茶器)」為茶器／器物作品，由童寶呈(小童)創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
136,RFA-ART-136,「台灣陶藝家陳境-碗/茶器(沉)」為茶器／器物作品，由陳境創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
135,RFA-ART-135,「台灣陶藝家陳境-碗/茶器(靜)」為茶器／器物作品，由陳境創作／製作，收錄於「台灣民間藝術創作」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
121,RFA-LIF-121,「名美在其中椰殼雕面銀杯底10杯一組」為杯器藏品，以造型與材質質感作為主要視覺特色。適合居家、茶席或展示空間陳設，也可作為生活藝術收藏；實際尺寸、色澤與品況請以商品照片及實物為準。
53,RFA-HIM-053,「嘎巴拉念珠」為念珠藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
23,RFA-ANT-023,「天王佛首」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
89,RFA-INC-089,「太平有象銅香爐」為香器藏品，屬香氛、香品與香器類收藏。器形適合香席、書房或展示空間陳設；實際年代、材質、尺寸與使用狀況請以商品照片及實物為準。
75,RFA-AFR-075,「布吉納法索人物像一對」為人物／造像作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
29,RFA-ART-029,「掏耳羅漢竹雕」為雕刻作品，收錄於「台灣生活藝術品」相關系列。作品適合作為空間陳設、茶席搭配或藝術收藏；實際尺寸、色澤與細節請以商品照片及實物為準。
27,RFA-JPN-027,「日本達摩一刀雕」為雕刻作品，歸於日本藝術生活類收藏。作品兼具日常器物與工藝欣賞價值，適合居家陳設或收藏；實際材質、尺寸與品況請以商品照片及實物為準。
48,RFA-SIL-048,「日本銀小壺」為日本銀製壺器，歸於銀製品與精工藝收藏。適合作為器物欣賞、茶席陳設或日本金工收藏；實際銀材質成分、尺寸、年代、使用狀況與品況請以商品標示、照片及實物為準。
55,RFA-HIM-055,「明代晚期西藏東部地區德格風格五股金剛杵 格魯傳承」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
28,RFA-ANT-028,「明式大頭佛銅佛」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
25,RFA-ANT-025,「明清-送子觀音組件」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
122,RFA-ANT-122,「明-白砂岩釋迦摩尼佛」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
34,RFA-STU-034,「春秋-鈣化雲紋如意龜形勒」為文房百寶與古玉相關收藏。現有商品資料標示為春秋時期、鈣化雲紋如意龜形勒，並註記「有保證書」。年代、材質與鑑定資訊均沿用現有資料，實際內容請以商品實物及隨附文件為準。
14,RFA-FUR-014,「曲線優美非洲椅」為家具藏品，兼具器物造型與空間陳設價值。適合作為居家或收藏空間的特色家具／物件；實際尺寸、材質、承重狀況與品況請以商品標示、照片及實物為準。
68,RFA-STU-068,「李濟生款犬紐章」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
42,RFA-STU-042,「樟木招財獅木雕文寵」為雕刻作品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
54,RFA-HIM-054,「清代中晚期白玉寺傳承-白銅金剛杵」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
60,RFA-HIM-060,「清代小尺寸隨身護持達瑪茹一對-噶陀寺」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
118,RFA-INC-118,「清-獅紐蓋銅爐」為香器藏品，屬香氛、香品與香器類收藏。器形適合香席、書房或展示空間陳設；實際年代、材質、尺寸與使用狀況請以商品照片及實物為準。
119,RFA-STU-119,「清-碧璽紙鎮」為紙鎮類文房器物，歸於文房百寶與收藏雜項。適合作為案頭文房陳設、器物賞玩或專題收藏；年代、碧璽材質、尺寸、來源與品況均請以商品照片、實物及相關資料為準。
117,RFA-INC-117,「清-紫檀蓋銅爐」為香器藏品，屬香氛、香品與香器類收藏。器形適合香席、書房或展示空間陳設；實際年代、材質、尺寸與使用狀況請以商品照片及實物為準。
37,RFA-STU-037,「清老竹根獅鈕裸章」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
125,RFA-ANT-125,「清-觀音花崗岩」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
124,RFA-ANT-124,「清-象鼻財神砂岩」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
38,RFA-STU-038,「清-鄭文焯套印」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
47,RFA-SIL-047,「清-銀製琴香爐小品」為銀製香器小品，歸於銀製品與精工藝收藏。適合作為香席、書房陳設或金工器物收藏；實際年代、銀材質成分、尺寸、使用狀況與品況請以商品標示、照片及實物為準。
83,RFA-ANT-083,「漢白玉佛頭」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
40,RFA-STU-040,「漢青銅歸紐印」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
32,RFA-STU-032,「獅紐玉印」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
33,RFA-STU-033,「玉印」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
49,RFA-JPN-049,「瑪瑙薄杯(一)」為杯器藏品，歸於日本藝術生活類收藏。作品兼具日常器物與工藝欣賞價值，適合居家陳設或收藏；實際材質、尺寸與品況請以商品照片及實物為準。
50,RFA-JPN-050,「瑪瑙薄杯(二)」為杯器藏品，歸於日本藝術生活類收藏。作品兼具日常器物與工藝欣賞價值，適合居家陳設或收藏；實際材質、尺寸與品況請以商品照片及實物為準。
44,RFA-STU-044,「瑪瑙青蛙+玉+綠松石寶串」為文房收藏小品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
80,RFA-ANT-080,「疑南北朝佛首」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
123,RFA-ANT-123,「疑唐佛首」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
26,RFA-ANT-026,「疑宋-坐姿羅漢像(木雕)」為雕刻作品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
126,RFA-ANT-126,「疑魏佛立碑」為中國骨董藝術相關宗教石刻／造像藏品。商品名稱以「疑魏」標示年代判斷，表示現有資料仍帶有不確定性。適合作為宗教藝術與古物專題收藏；實際年代、材質、尺寸、來源與品況請以商品照片、實物及相關鑑定資料為準。
45,RFA-SIL-045,「純銀雙龍手環一對」為佩飾作品，歸於銀製品與精工藝收藏。作品著重金工、編製或裝飾細節，適合佩戴、陳設或工藝收藏；實際材質成分、尺寸與品況請以商品標示、照片及實物為準。
51,RFA-HIM-051,「老車磲念珠」為念珠藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
52,RFA-HIM-052,「老車磲法束」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
65,RFA-SIL-065,「藏傳銀燭燈台」為藏傳銀製燭燈台，歸於銀製品與精工藝收藏。適合作為宗教藝術、燈具器物或金工收藏與展示；實際銀材質成分、尺寸、年代、使用狀況與品況請以商品標示、照片及實物為準。
79,RFA-AFR-079,「蜥蜴戒指」為非洲部落藝術相關戒指佩飾，以蜥蜴造型為現有商品題材標示。適合作為佩飾或部落金工收藏；實際材質、尺寸、可佩戴性、年代、來源與品況請以商品照片及實物為準。
31,RFA-STU-031,「蟬玉玦」為文房收藏小品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
127,RFA-ANT-127,「觀音佛首」為宗教造像藏品，歸於中國古物藝術收藏範疇。商品名稱所載年代、題材或來源標示沿用現有資料，適合古物與東方藝術收藏；實際材質、尺寸與品況請以商品照片及實物為準。
8,RFA-FUR-008,「迦納Ashanti Stool阿散蒂族木凳」為凳類家具，現有資料將其歸於非洲部落相關收藏。適合作為空間陳設、家具造型欣賞或專題收藏；實際材質、尺寸、年代、承重狀況與品況請以商品照片及實物為準。
15,RFA-FUR-015,「部落紋飾非洲椅」為家具藏品，兼具器物造型與空間陳設價值。適合作為居家或收藏空間的特色家具／物件；實際尺寸、材質、承重狀況與品況請以商品標示、照片及實物為準。
76,RFA-AFR-076,「酋長騎馬像聚寶盆」為人物／造像作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
64,RFA-HIM-064,「金箔銅佛」為宗教造像藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
46,RFA-SIL-046,「銀紐絲龍紋手鍊」為佩飾作品，歸於銀製品與精工藝收藏。作品著重金工、編製或裝飾細節，適合佩戴、陳設或工藝收藏；實際材質成分、尺寸與品況請以商品標示、照片及實物為準。
77,RFA-AFR-077,「銅乳戒指」為非洲部落藝術相關戒指佩飾。適合作為佩戴造型參考或部落金工收藏；實際材質、尺寸、可佩戴性、年代、來源與品況請以商品照片及實物為準。
66,RFA-HIM-066,「銅象鼻財神」為宗教造像藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
63,RFA-HIM-063,「鎏金普巴杵-噶陀寺」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
62,RFA-HIM-062,「鎏金金剛橛護身符-噶陀寺」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
57,RFA-HIM-057,「鐵製金剛小杵」為喜馬拉雅藝術藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
58,RFA-HIM-058,「阿彌陀佛經書扣」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
30,RFA-STU-030,「雙連玉印」為文房與印章藏品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
61,RFA-HIM-061,「雪獅經書扣」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
95,RFA-LIF-095,「青晶石柱擺件」為生活藝術與擺飾，以造型與材質質感作為主要視覺特色。適合居家、茶席或展示空間陳設，也可作為生活藝術收藏；實際尺寸、色澤與品況請以商品照片及實物為準。
73,RFA-AFR-073,「非洲Lega Inginga骨雕人物像」為人物／造像作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
18,RFA-AFR-018,「非洲人偶護符牙雕(一對)」為非洲部落藝術相關人物護符藏品，現有資料標示為一對。適合作為部落藝術、護符器物或人物造型專題收藏與展示；實際材質、尺寸、年代、來源與品況請以商品照片及實物為準。
74,RFA-AFR-074,"「非洲夫婦一對 Lega couple, Democratic Republic of the Congo」為非洲部落藝術相關人物造像藏品，現有資料標示為一對。適合作為非洲人物造像與部落藝術專題收藏；實際族群歸屬、材質、尺寸、年代、來源與品況請以商品照片、實物及相關資料為準。"
